sample_id,sample_stratum,dataset_name,dataset_family,canonical_question_key,question_index,meta_info,pna_year,pna_part,pna_question_number,ground_truth,difficulty,panel_item_accuracy,question_key,dataset_split,language,panel_original_difficulty,panel_original_accuracy,valid_options
medqa_panel4_150_046,medqa_step23_easy,medqa_test,medqa,test:846,846,step2&3,,,,D,easy,1.0,test:846,test,en,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_047,medqa_step23_easy,medqa_test,medqa,test:86,86,step2&3,,,,C,easy,1.0,test:86,test,en,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_048,medqa_step23_easy,medqa_test,medqa,test:946,946,step2&3,,,,D,easy,1.0,test:946,test,en,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_049,medqa_step23_easy,medqa_test,medqa,test:956,956,step2&3,,,,B,easy,1.0,test:956,test,en,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_050,medqa_step23_easy,medqa_test,medqa,test:991,991,step2&3,,,,D,easy,1.0,test:991,test,en,easy,1.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_051,medqa_step1_hard,medqa_test,medqa,test:1076,1076,step1,,,,B,hard,0.0,test:1076,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_052,medqa_step1_hard,medqa_test,medqa,test:1100,1100,step1,,,,B,hard,0.3333333333333333,test:1100,test,en,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_053,medqa_step1_hard,medqa_test,medqa,test:1106,1106,step1,,,,C,hard,0.0,test:1106,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_054,medqa_step1_hard,medqa_test,medqa,test:1135,1135,step1,,,,E,hard,0.0,test:1135,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_055,medqa_step1_hard,medqa_test,medqa,test:1161,1161,step1,,,,B,hard,0.3333333333333333,test:1161,test,en,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_056,medqa_step1_hard,medqa_test,medqa,test:1220,1220,step1,,,,A,hard,0.3333333333333333,test:1220,test,en,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_057,medqa_step1_hard,medqa_test,medqa,test:452,452,step1,,,,C,hard,0.25,test:452,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_058,medqa_step1_hard,medqa_test,medqa,test:480,480,step1,,,,B,hard,0.25,test:480,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_059,medqa_step1_hard,medqa_test,medqa,test:564,564,step1,,,,A,hard,0.0,test:564,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_060,medqa_step1_hard,medqa_test,medqa,test:583,583,step1,,,,E,hard,0.0,test:583,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_061,medqa_step1_hard,medqa_test,medqa,test:64,64,step1,,,,A,hard,0.25,test:64,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_062,medqa_step1_hard,medqa_test,medqa,test:69,69,step1,,,,A,hard,0.1666666666666666,test:69,test,en,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_063,medqa_step1_hard,medqa_test,medqa,test:850,850,step1,,,,C,hard,0.0,test:850,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_064,medqa_step1_hard,medqa_test,medqa,test:856,856,step1,,,,D,hard,0.1666666666666666,test:856,test,en,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_065,medqa_step1_hard,medqa_test,medqa,test:993,993,step1,,,,A,hard,0.1666666666666666,test:993,test,en,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_066,medqa_step23_hard,medqa_test,medqa,test:106,106,step2&3,,,,C,hard,0.0833333333333333,test:106,test,en,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_067,medqa_step23_hard,medqa_test,medqa,test:1164,1164,step2&3,,,,A,hard,0.1666666666666666,test:1164,test,en,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_068,medqa_step23_hard,medqa_test,medqa,test:1233,1233,step2&3,,,,B,hard,0.0833333333333333,test:1233,test,en,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_069,medqa_step23_hard,medqa_test,medqa,test:1269,1269,step2&3,,,,E,hard,0.3333333333333333,test:1269,test,en,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_070,medqa_step23_hard,medqa_test,medqa,test:1270,1270,step2&3,,,,C,hard,0.0833333333333333,test:1270,test,en,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_071,medqa_step23_hard,medqa_test,medqa,test:128,128,step2&3,,,,A,hard,0.25,test:128,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_072,medqa_step23_hard,medqa_test,medqa,test:15,15,step2&3,,,,B,hard,0.25,test:15,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_073,medqa_step23_hard,medqa_test,medqa,test:155,155,step2&3,,,,E,hard,0.3333333333333333,test:155,test,en,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_074,medqa_step23_hard,medqa_test,medqa,test:19,19,step2&3,,,,E,hard,0.3333333333333333,test:19,test,en,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_075,medqa_step23_hard,medqa_test,medqa,test:211,211,step2&3,,,,B,hard,0.0833333333333333,test:211,test,en,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_076,medqa_step23_hard,medqa_test,medqa,test:250,250,step2&3,,,,A,hard,0.0833333333333333,test:250,test,en,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_077,medqa_step23_hard,medqa_test,medqa,test:271,271,step2&3,,,,B,hard,0.25,test:271,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_078,medqa_step23_hard,medqa_test,medqa,test:285,285,step2&3,,,,D,hard,0.0,test:285,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_079,medqa_step23_hard,medqa_test,medqa,test:29,29,step2&3,,,,D,hard,0.1666666666666666,test:29,test,en,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_080,medqa_step23_hard,medqa_test,medqa,test:337,337,step2&3,,,,C,hard,0.25,test:337,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_081,medqa_step23_hard,medqa_test,medqa,test:413,413,step2&3,,,,B,hard,0.25,test:413,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_082,medqa_step23_hard,medqa_test,medqa,test:423,423,step2&3,,,,E,hard,0.0833333333333333,test:423,test,en,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_083,medqa_step23_hard,medqa_test,medqa,test:44,44,step2&3,,,,B,hard,0.25,test:44,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_084,medqa_step23_hard,medqa_test,medqa,test:461,461,step2&3,,,,D,hard,0.1666666666666666,test:461,test,en,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_085,medqa_step23_hard,medqa_test,medqa,test:483,483,step2&3,,,,D,hard,0.0,test:483,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_086,medqa_step23_hard,medqa_test,medqa,test:5,5,step2&3,,,,E,hard,0.0,test:5,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_087,medqa_step23_hard,medqa_test,medqa,test:514,514,step2&3,,,,B,hard,0.1666666666666666,test:514,test,en,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_088,medqa_step23_hard,medqa_test,medqa,test:587,587,step2&3,,,,E,hard,0.3333333333333333,test:587,test,en,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_089,medqa_step23_hard,medqa_test,medqa,test:616,616,step2&3,,,,E,hard,0.3333333333333333,test:616,test,en,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_090,medqa_step23_hard,medqa_test,medqa,test:634,634,step2&3,,,,A,hard,0.1666666666666666,test:634,test,en,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_091,medqa_step23_hard,medqa_test,medqa,test:659,659,step2&3,,,,D,hard,0.25,test:659,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_092,medqa_step23_hard,medqa_test,medqa,test:677,677,step2&3,,,,A,hard,0.1666666666666666,test:677,test,en,hard,0.1666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_093,medqa_step23_hard,medqa_test,medqa,test:706,706,step2&3,,,,C,hard,0.0833333333333333,test:706,test,en,hard,0.0833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_094,medqa_step23_hard,medqa_test,medqa,test:755,755,step2&3,,,,D,hard,0.25,test:755,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_095,medqa_step23_hard,medqa_test,medqa,test:803,803,step2&3,,,,B,hard,0.25,test:803,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_096,medqa_step23_hard,medqa_test,medqa,test:807,807,step2&3,,,,A,hard,0.3333333333333333,test:807,test,en,hard,0.3333333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_097,medqa_step23_hard,medqa_test,medqa,test:829,829,step2&3,,,,E,hard,0.0,test:829,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_098,medqa_step23_hard,medqa_test,medqa,test:880,880,step2&3,,,,C,hard,0.0,test:880,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_099,medqa_step23_hard,medqa_test,medqa,test:885,885,step2&3,,,,C,hard,0.25,test:885,test,en,hard,0.25,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_100,medqa_step23_hard,medqa_test,medqa,test:887,887,step2&3,,,,A,hard,0.0,test:887,test,en,hard,0.0,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_101,medqa_step1_medium,medqa_test,medqa,test:1010,1010,step1,,,,C,medium,0.75,test:1010,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_102,medqa_step1_medium,medqa_test,medqa,test:1057,1057,step1,,,,B,medium,0.5833333333333333,test:1057,test,en,medium,0.5833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_103,medqa_step1_medium,medqa_test,medqa,test:1140,1140,step1,,,,C,medium,0.5,test:1140,test,en,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_104,medqa_step1_medium,medqa_test,medqa,test:1153,1153,step1,,,,A,medium,0.75,test:1153,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_105,medqa_step1_medium,medqa_test,medqa,test:196,196,step1,,,,A,medium,0.4166666666666666,test:196,test,en,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_106,medqa_step1_medium,medqa_test,medqa,test:198,198,step1,,,,E,medium,0.4166666666666666,test:198,test,en,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_107,medqa_step1_medium,medqa_test,medqa,test:204,204,step1,,,,C,medium,0.5,test:204,test,en,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_108,medqa_step1_medium,medqa_test,medqa,test:36,36,step1,,,,E,medium,0.75,test:36,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_109,medqa_step1_medium,medqa_test,medqa,test:425,425,step1,,,,C,medium,0.6666666666666666,test:425,test,en,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_110,medqa_step1_medium,medqa_test,medqa,test:524,524,step1,,,,B,medium,0.5833333333333333,test:524,test,en,medium,0.5833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_111,medqa_step1_medium,medqa_test,medqa,test:673,673,step1,,,,E,medium,0.6666666666666666,test:673,test,en,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_112,medqa_step1_medium,medqa_test,medqa,test:679,679,step1,,,,C,medium,0.6666666666666666,test:679,test,en,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_113,medqa_step1_medium,medqa_test,medqa,test:752,752,step1,,,,C,medium,0.5,test:752,test,en,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_114,medqa_step1_medium,medqa_test,medqa,test:758,758,step1,,,,E,medium,0.5,test:758,test,en,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_115,medqa_step1_medium,medqa_test,medqa,test:798,798,step1,,,,C,medium,0.75,test:798,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_116,medqa_step23_medium,medqa_test,medqa,test:100,100,step2&3,,,,E,medium,0.75,test:100,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_117,medqa_step23_medium,medqa_test,medqa,test:1008,1008,step2&3,,,,E,medium,0.5833333333333334,test:1008,test,en,medium,0.5833333333333334,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_118,medqa_step23_medium,medqa_test,medqa,test:1030,1030,step2&3,,,,A,medium,0.6666666666666667,test:1030,test,en,medium,0.6666666666666667,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_119,medqa_step23_medium,medqa_test,medqa,test:1054,1054,step2&3,,,,A,medium,0.75,test:1054,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_120,medqa_step23_medium,medqa_test,medqa,test:1074,1074,step2&3,,,,C,medium,0.6666666666666666,test:1074,test,en,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_121,medqa_step23_medium,medqa_test,medqa,test:1149,1149,step2&3,,,,B,medium,0.6666666666666666,test:1149,test,en,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_122,medqa_step23_medium,medqa_test,medqa,test:117,117,step2&3,,,,D,medium,0.5833333333333334,test:117,test,en,medium,0.5833333333333334,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_123,medqa_step23_medium,medqa_test,medqa,test:1179,1179,step2&3,,,,C,medium,0.75,test:1179,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_124,medqa_step23_medium,medqa_test,medqa,test:1203,1203,step2&3,,,,C,medium,0.75,test:1203,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_125,medqa_step23_medium,medqa_test,medqa,test:171,171,step2&3,,,,D,medium,0.75,test:171,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_126,medqa_step23_medium,medqa_test,medqa,test:185,185,step2&3,,,,D,medium,0.4999999999999999,test:185,test,en,medium,0.4999999999999999,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_127,medqa_step23_medium,medqa_test,medqa,test:241,241,step2&3,,,,B,medium,0.4166666666666666,test:241,test,en,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_128,medqa_step23_medium,medqa_test,medqa,test:326,326,step2&3,,,,B,medium,0.75,test:326,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_129,medqa_step23_medium,medqa_test,medqa,test:345,345,step2&3,,,,C,medium,0.75,test:345,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_130,medqa_step23_medium,medqa_test,medqa,test:358,358,step2&3,,,,B,medium,0.75,test:358,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_131,medqa_step23_medium,medqa_test,medqa,test:372,372,step2&3,,,,E,medium,0.4166666666666666,test:372,test,en,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_132,medqa_step23_medium,medqa_test,medqa,test:401,401,step2&3,,,,C,medium,0.4166666666666666,test:401,test,en,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_133,medqa_step23_medium,medqa_test,medqa,test:42,42,step2&3,,,,A,medium,0.75,test:42,test,en,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_134,medqa_step23_medium,medqa_test,medqa,test:422,422,step2&3,,,,A,medium,0.5,test:422,test,en,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
medqa_panel4_150_135,medqa_step23_medium,medqa_test,medqa,test:460,460,step2&3,,,,A,medium,0.6666666666666666,test:460,test,en,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
